PG_IDX,Power,INFEASIBLE,Constraint_Distance,Constraint,SNBS,SNBS_u,SNBS_ω,SURV,SURV_u,SURV_ω,NodeClass,degree,betweenness
2901402447576923327,0.14614353749824174,0.0,1.0,1.0,1.0,1.0,1.0,0.844,0.844,1.0,Bulk,2,0.0
2901402447576923327,0.007756398805163583,0.0,1.0,1.0,1.0,1.0,1.0,0.936,0.936,1.0,Bulk,4,0.012865535824719495
2901402447576923327,0.505278044486201,0.136,1.0,0.0,0.864,0.864,0.864,0.568,0.572,0.84,Root,7,0.23483877262479622
2901402447576923327,-0.07547906997932645,0.0,1.0,0.0,0.996,0.996,1.0,0.812,0.812,1.0,Root,7,0.21262416549986124
2901402447576923327,-0.17107941185014067,0.0,1.0,0.0,1.0,1.0,1.0,0.356,0.356,1.0,Bulk,2,0.0
2901402447576923327,0.5092153041243414,0.0,2.0,0.0,1.0,1.0,1.0,0.492,0.492,0.868,Bulk,5,0.145776967483832
2901402447576923327,0.3024135442599386,0.02,1.0,0.0,0.98,0.98,0.98,0.484,0.484,0.976,Bulk,4,0.009551295265580979
2901402447576923327,-0.6939263840903188,0.1,1.0,0.0,0.9,0.9,0.9,0.564,0.564,0.888,Root,7,0.11611411847961015
2901402447576923327,-0.19874019914023672,0.0,1.0,0.0,0.996,0.996,1.0,0.676,0.676,1.0,Root,6,0.13445910350672255
2901402447576923327,0.4139685965233461,0.012,1.0,0.0,0.988,0.988,0.988,0.444,0.444,0.98,Root,4,0.05874782813558324
2901402447576923327,-0.1443997401331423,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bulk,3,0.0766451510421826
2901402447576923327,0.055435538513069045,0.0,1.0,1.0,1.0,1.0,1.0,0.78,0.78,1.0,Bulk,4,0.01888663113152909
2901402447576923327,0.1923765776641253,0.0,1.0,0.0,1.0,1.0,1.0,0.46,0.46,1.0,Bulk,2,0.001877865143171265
2901402447576923327,-0.376763796613377,0.0,1.0,1.0,1.0,1.0,1.0,0.756,0.756,1.0,Bulk,3,0.03255409470622829
2901402447576923327,0.5604422144622333,0.0,1.0,1.0,1.0,1.0,1.0,0.908,0.908,1.0,Bulk,6,0.08067727812625775
2901402447576923327,0.47969203680791406,0.0,1.0,1.0,1.0,1.0,1.0,0.612,0.612,1.0,Root,3,0.021512173893126273
2901402447576923327,-0.944224718360143,0.012,1.0,1.0,0.988,0.988,0.988,0.532,0.532,0.988,Inner Tree Node,2,0.0202020202020202
2901402447576923327,0.015664148987712914,0.0,1.0,1.0,1.0,1.0,1.0,0.708,0.708,1.0,Root,3,0.03009688723974438
2901402447576923327,0.5823490936624554,0.0,1.0,0.0,1.0,1.0,1.0,0.352,0.352,0.92,Root,3,0.024358257011318232
2901402447576923327,0.03164472407157162,0.0,1.0,0.0,1.0,1.0,1.0,0.34,0.34,0.932,Bulk,3,0.03423913576974799
2901402447576923327,-0.5425075688261578,0.0,2.0,1.0,0.912,0.912,1.0,0.724,0.724,1.0,Dense Sprout,1,0.0
2901402447576923327,-0.4837143842252862,0.0,1.0,1.0,1.0,1.0,1.0,0.656,0.656,1.0,Bulk,3,0.013043947737825287
2901402447576923327,0.2691846479877093,0.048,2.0,1.0,0.952,0.952,0.952,0.588,0.588,0.952,Inner Tree Node,2,0.0202020202020202
2901402447576923327,0.3819216489691775,0.008,1.0,0.0,0.992,0.992,0.992,0.528,0.528,0.992,Bulk,6,0.031637338130844635
2901402447576923327,0.8147202912627458,0.0,1.0,0.0,0.996,0.996,1.0,0.672,0.672,1.0,Root,5,0.07697676473186675
2901402447576923327,0.47940098144893384,0.0,2.0,1.0,1.0,1.0,1.0,0.668,0.668,1.0,Bulk,2,0.0029193784295825104
2901402447576923327,-0.005851875784446988,0.0,1.0,1.0,1.0,1.0,1.0,0.756,0.756,1.0,Bulk,2,0.0
2901402447576923327,0.5563290694722479,0.0,1.0,1.0,1.0,1.0,1.0,0.884,0.884,1.0,Bulk,3,0.0055558009639642275
2901402447576923327,-0.22866540741701324,0.0,1.0,0.0,1.0,1.0,1.0,0.38,0.38,1.0,Bulk,2,0.0002748574177145605
2901402447576923327,-0.9889109123639069,0.004,1.0,0.0,0.952,0.952,0.996,0.696,0.696,0.996,Root,4,0.03907870113807032
2901402447576923327,0.4854523826294784,0.0,1.0,0.0,1.0,1.0,1.0,0.368,0.368,0.94,Bulk,3,0.002062575872099681
2901402447576923327,-0.5167207673793067,0.0,2.0,1.0,0.964,0.964,1.0,0.696,0.696,1.0,Sparse Sprout,1,0.0
2901402447576923327,-0.5398418082121835,0.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,Bulk,3,0.024067693455448562
2901402447576923327,-0.5708476266039577,0.012,1.0,0.0,0.988,0.988,0.988,0.412,0.412,0.888,Bulk,3,0.05855935447772181
2901402447576923327,0.8595490716499921,0.072,1.0,0.0,0.92,0.92,0.92,0.332,0.332,0.92,Bulk,2,0.0031284663937725153
2901402447576923327,-0.22739214148389814,0.032,1.0,0.0,0.968,0.968,0.968,0.468,0.468,0.968,Bulk,4,0.014630297437965954
2901402447576923327,-0.3465172915456094,0.0,1.0,0.0,1.0,1.0,1.0,0.36,0.36,0.964,Bulk,2,0.007194482148099959
2901402447576923327,0.6836058884302021,0.088,1.0,0.0,0.912,0.912,0.912,0.372,0.372,0.912,Proper Leave,1,0.0
2901402447576923327,0.2184469283070643,0.0,2.0,1.0,1.0,1.0,1.0,0.54,0.54,1.0,Inner Tree Node,2,0.0202020202020202
2901402447576923327,-0.9453730477676981,0.076,1.0,0.0,0.924,0.924,0.924,0.44,0.44,0.92,Bulk,3,0.0015804301518587234
2901402447576923327,-0.8056312398646535,0.0,1.0,0.0,1.0,1.0,1.0,0.924,0.924,1.0,Bulk,4,0.07833436404864975
2901402447576923327,0.5610169951912718,0.0,2.0,1.0,1.0,1.0,1.0,0.668,0.668,1.0,Bulk,2,0.0021468327590776566
2901402447576923327,0.21587585046863333,0.0,2.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,Bulk,2,0.0
2901402447576923327,-0.34755599208694243,0.0,2.0,0.0,0.644,0.644,0.644,0.376,0.376,0.644,Root,4,0.08846695003157587
2901402447576923327,0.01744074447646607,0.012,1.0,0.0,0.988,0.988,0.988,0.336,0.336,0.988,Bulk,2,0.0035044320758606464
2901402447576923327,-0.012063065998086549,0.0,1.0,0.0,1.0,1.0,1.0,0.348,0.348,0.96,Bulk,3,0.004156236809298034
2901402447576923327,0.6560041074835238,0.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,Inner Tree Node,3,0.04019789734075448
2901402447576923327,-0.27430529829523653,0.0,2.0,0.0,1.0,1.0,1.0,0.304,0.304,1.0,Sparse Sprout,1,0.0
2901402447576923327,0.9407519989650099,0.004,3.0,1.0,0.796,0.796,0.996,0.604,0.604,0.996,Sparse Sprout,1,0.0
2901402447576923327,-0.5293126193151542,0.0,3.0,1.0,1.0,1.0,1.0,0.736,0.736,1.0,Bulk,3,0.0024748619986715223
2901402447576923327,0.6029640187028169,0.0,2.0,0.0,1.0,1.0,1.0,0.26,0.264,0.908,Bulk,2,0.006226011328052145
2901402447576923327,-0.24439745464999624,0.0,1.0,1.0,1.0,1.0,1.0,0.752,0.752,1.0,Bulk,3,0.01516648506444424
2901402447576923327,-0.5951959998025522,0.0,1.0,0.0,1.0,1.0,1.0,0.28,0.28,0.84,Bulk,2,0.008764270498964376
2901402447576923327,0.19879937538631506,0.036,1.0,0.0,0.964,0.964,0.964,0.42,0.42,0.964,Bulk,2,0.00020614306328592042
2901402447576923327,0.988803940647554,0.092,1.0,0.0,0.908,0.908,0.908,0.316,0.316,0.908,Bulk,2,0.00999793856936714
2901402447576923327,-0.318647415463833,0.0,2.0,0.0,1.0,1.0,1.0,0.328,0.328,1.0,Proper Leave,1,0.0
2901402447576923327,-0.24221827234150967,0.0,1.0,1.0,1.0,1.0,1.0,0.62,0.62,1.0,Bulk,2,0.009757438328866901
2901402447576923327,-0.9217954585947885,0.0,2.0,0.0,0.924,0.924,0.924,0.3,0.3,0.912,Bulk,2,0.0
2901402447576923327,-0.06529276583151732,0.0,1.0,0.0,1.0,1.0,1.0,0.368,0.368,0.976,Inner Tree Node,2,0.0202020202020202
2901402447576923327,0.4464885880632757,0.02,1.0,0.0,0.976,0.976,0.976,0.308,0.308,0.964,Bulk,2,0.00999793856936714
2901402447576923327,-0.05936189227052345,0.0,1.0,0.0,1.0,1.0,1.0,0.296,0.296,0.996,Bulk,2,0.0016027623170480313
2901402447576923327,-0.2820030945425008,0.068,1.0,0.0,0.928,0.928,0.928,0.276,0.276,0.928,Proper Leave,1,0.0
2901402447576923327,0.5869034382446465,0.0,2.0,0.0,1.0,1.0,1.0,0.22,0.22,0.912,Bulk,2,0.0
2901402447576923327,-0.9037040373594892,0.292,1.0,0.0,0.7,0.7,0.7,0.332,0.332,0.7,Proper Leave,1,0.0
2901402447576923327,-0.9551901281194066,0.0,2.0,1.0,1.0,1.0,1.0,0.756,0.756,1.0,Bulk,2,0.0
2901402447576923327,0.860061951262325,0.004,2.0,1.0,0.996,0.996,0.996,0.708,0.708,0.996,Bulk,2,0.0007856341189674521
2901402447576923327,0.4061720416838075,0.012,2.0,1.0,0.924,0.924,0.988,0.668,0.668,0.988,Dense Sprout,1,0.0
2901402447576923327,-0.08549631565279057,0.0,1.0,1.0,1.0,1.0,1.0,0.896,0.896,1.0,Bulk,2,0.0008471498267416634
2901402447576923327,-0.19586836458239545,0.0,1.0,1.0,1.0,1.0,1.0,0.908,0.908,1.0,Root,3,0.0202020202020202
2901402447576923327,-0.501458804741318,0.0,1.0,0.0,1.0,1.0,1.0,0.304,0.304,0.896,Bulk,2,0.012057324132154063
2901402447576923327,-0.49581145802684196,0.0,2.0,0.0,1.0,1.0,1.0,0.324,0.324,1.0,Dense Sprout,1,0.0
2901402447576923327,0.5064116714265012,0.0,1.0,1.0,1.0,1.0,1.0,0.692,0.692,1.0,Root,3,0.028962364166445796
2901402447576923327,0.6170777880556806,0.0,1.0,1.0,1.0,1.0,1.0,0.74,0.74,1.0,Bulk,3,0.005367766066591056
2901402447576923327,0.6665309143468131,0.004,2.0,1.0,0.972,0.972,0.996,0.616,0.616,0.996,Proper Leave,1,0.0
2901402447576923327,-0.6121570083166373,0.0,1.0,0.0,0.772,0.772,0.772,0.316,0.316,0.772,Sparse Sprout,1,0.0
2901402447576923327,0.6732299963417819,0.0,1.0,1.0,1.0,1.0,1.0,0.88,0.88,1.0,Root,3,0.0202020202020202
2901402447576923327,0.5590276072925614,0.0,1.0,1.0,0.996,0.996,1.0,0.812,0.812,1.0,Sparse Sprout,1,0.0
2901402447576923327,-0.2605408449827054,0.0,2.0,0.0,1.0,1.0,1.0,0.292,0.292,0.948,Bulk,2,0.00989486703772418
2901402447576923327,-0.5312651312602604,0.0,1.0,1.0,1.0,1.0,1.0,0.864,0.864,1.0,Sparse Sprout,1,0.0
2901402447576923327,0.14132050252980308,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dense Sprout,1,0.0
2901402447576923327,-0.03403162787582656,0.0,2.0,1.0,1.0,1.0,1.0,0.676,0.676,1.0,Proper Leave,1,0.0
2901402447576923327,-0.21062923278686907,0.0,1.0,0.0,1.0,1.0,1.0,0.36,0.36,0.996,Bulk,2,0.0008245722531436817
2901402447576923327,0.44953276448078017,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dense Sprout,1,0.0
2901402447576923327,0.6363886931743177,0.0,1.0,0.0,0.932,0.932,0.932,0.268,0.268,0.92,Bulk,2,0.0026037832160281144
2901402447576923327,-0.5320981598635135,0.0,2.0,1.0,1.0,1.0,1.0,0.644,0.644,1.0,Bulk,2,0.00010307153164296021
